Jahr;Monat;Tag;Umsatz;Bodenrinnen;Duschrinnen
2015;October;26;2316,77;463,35;1853,42
2015;October;27;2864,44;572,89;2291,55
2015;October;28;1963,68;392,74;1570,95
2015;October;29;2009,25;401,85;1607,4
2015;October;30;2101,76;420,35;1681,4
2015;October;31;2597,83;519,57;2078,26
2015;November;1;2695,8;539,16;2156,64
2015;November;2;3144,37;628,87;2515,5
2015;November;3;1634,54;326,91;1307,63
2015;November;4;2118,9;423,78;1695,12
2015;November;5;1593,58;318,72;1274,87
2015;November;6;2343,13;468,63;1874,51
2015;November;7;1786,86;357,37;1429,49
2015;November;8;2924,52;584,9;2339,62
2015;November;9;2334,79;466,96;1867,83
2015;November;10;2123,64;424,73;1698,92
2015;November;11;1653,66;330,73;1322,93
2015;November;12;3102,89;620,58;2482,31
2015;November;13;2663,72;532,74;2130,98
2015;November;14;2979,85;595,97;2383,88
2015;November;15;2184,31;436,86;1747,45
2015;November;16;2053,57;410,71;1642,85
2015;November;17;1835,66;367,13;1468,53
2015;November;18;1852,57;370,51;1482,05
2015;November;19;2115,81;423,16;1692,65
2015;November;20;2510,44;502,09;2008,35
2015;November;21;3045,96;609,19;2436,77
2015;November;22;1967,51;393,5;1574,01
2015;November;23;3150,38;630,08;2520,3
2015;November;24;2220,19;444,04;1776,15
2015;November;25;2285,27;457,05;1828,22
2015;November;26;2799,12;559,82;2239,29
2015;November;27;1659,96;331,99;1327,96
2015;November;28;1957,29;391,46;1565,83
2015;November;29;2342,55;468,51;1874,04
2015;November;30;3011,55;602,31;2409,24
2015;December;1;2975,99;595,2;2380,79
2015;December;2;1957,7;391,54;1566,16
2015;December;3;2840,71;568,14;2272,57
2015;December;4;2844,86;568,97;2275,88
2015;December;5;1921,51;384,3;1537,21
2015;December;6;1851,42;370,28;1481,13
2015;December;7;1944,13;388,83;1555,3
2015;December;8;3004,84;600,97;2403,88
2015;December;9;1794,02;358,8;1435,22
2015;December;10;3046,46;609,29;2437,17
2015;December;11;2739,16;547,83;2191,33
2015;December;12;1718,52;343,7;1374,82
2015;December;13;2938,61;587,72;2350,89
2015;December;14;2549,38;509,88;2039,51
2015;December;15;1574,59;314,92;1259,67
2015;December;16;2373,14;474,63;1898,51
2015;December;17;2367,47;473,49;1893,98
2015;December;18;2559,73;511,95;2047,79
2015;December;19;2826,26;565,25;2261,01
2015;December;20;2112,5;422,5;1690,0
2015;December;21;1851,62;370,32;1481,3
2015;December;22;1755,56;351,11;1404,45
2015;December;23;2419,2;483,84;1935,36
2015;December;24;1562,0;312,4;1249,6
2015;December;25;2570,0;514,0;2056,0
2015;December;26;2960,0;592,0;2368,0
2015;December;27;3028,56;605,71;2422,85
2015;December;28;1634,66;326,93;1307,73
2015;December;29;1980,04;396,01;1584,03
2015;December;30;2819,15;563,83;2255,32
2015;December;31;1622,48;324,5;1297,99
2016;January;1;3051,95;610,39;2441,56
2016;January;2;2025,64;405,13;1620,52
2016;January;3;2139,81;427,96;1711,85
2016;January;4;2873,66;574,73;2298,93
2016;January;5;3294,22;658,84;2635,38
2016;January;6;2143,14;428,63;1714,51
2016;January;7;2741,78;548,36;2193,42
2016;January;8;2624,57;524,91;2099,66
2016;January;9;3088,32;617,66;2470,65
2016;January;10;2136,54;427,31;1709,23
2016;January;11;1784,89;356,98;1427,91
2016;January;12;3154,72;630,94;2523,77
2016;January;13;2259,19;451,84;1807,35
2016;January;14;2045,35;409,07;1636,28
2016;January;15;2294,48;458,9;1835,59
2016;January;16;2035,65;407,13;1628,52
2016;January;17;2686,07;537,21;2148,85
2016;January;18;1719,58;343,92;1375,66
2016;January;19;2374,43;474,89;1899,54
2016;January;20;3147,06;629,41;2517,65
2016;January;21;1961,92;392,38;1569,53
2016;January;22;1779,02;355,8;1423,21
2016;January;23;3218,2;643,64;2574,56
2016;January;24;3256,19;651,24;2604,96
2016;January;25;2033,69;406,74;1626,95
2016;January;26;2265,32;453,06;1812,25
2016;January;27;3321,72;664,34;2657,38
2016;January;28;2119,54;423,91;1695,63
2016;January;29;2279,85;455,97;1823,88
2016;January;30;3008,58;601,72;2406,86
2016;January;31;1717,67;343,53;1374,14
2016;February;1;2407,83;481,57;1926,27
2016;February;2;3455,58;691,12;2764,46
2016;February;3;1949,6;389,92;1559,68
2016;February;4;2782,48;556,5;2225,99
2016;February;5;3327,66;665,53;2662,13
2016;February;6;1904,31;380,86;1523,45
2016;February;7;3273,79;654,76;2619,03
2016;February;8;1863,97;372,79;1491,17
2016;February;9;1966,14;393,23;1572,91
2016;February;10;2871,34;574,27;2297,07
2016;February;11;2943,22;588,64;2354,57
2016;February;12;1875,64;375,13;1500,52
2016;February;13;1988,4;397,68;1590,72
2016;February;14;2794,09;558,82;2235,27
2016;February;15;3165,19;633,04;2532,15
2016;February;16;2308,77;461,75;1847,02
2016;February;17;3012,26;602,45;2409,81
2016;February;18;2564,42;512,88;2051,53
2016;February;19;2744,54;548,91;2195,63
2016;February;20;3277,52;655,5;2622,01
2016;February;21;1916,05;383,21;1532,84
2016;February;22;2435,37;487,07;1948,29
2016;February;23;2032,09;406,42;1625,67
2016;February;24;2063,07;412,61;1650,46
2016;February;25;2413,72;482,74;1930,98
2016;February;26;2961,66;592,33;2369,33
2016;February;27;3489,58;697,92;2791,66
2016;February;28;2046,46;409,29;1637,17
2016;February;29;2818,0;563,6;2254,4
2016;March;1;1781,86;356,37;1425,49
2016;March;2;1825,46;365,09;1460,36
2016;March;3;2675,96;535,19;2140,77
2016;March;4;2832,94;566,59;2266,35
2016;March;5;2380,25;476,05;1904,2
2016;March;6;1940,65;388,13;1552,52
2016;March;7;1888,22;377,64;1510,58
2016;March;8;3099,1;619,82;2479,28
2016;March;9;2956,14;591,23;2364,91
2016;March;10;3134,36;626,87;2507,48
2016;March;11;1785,35;357,07;1428,28
2016;March;12;2209,27;441,85;1767,42
2016;March;13;2584,18;516,84;2067,34
2016;March;14;1952,93;390,59;1562,34
2016;March;15;2940,1;588,02;2352,08
2016;March;16;2828,29;565,66;2262,63
2016;March;17;3151,44;630,29;2521,15
2016;March;18;2783,78;556,76;2227,02
2016;March;19;1750,26;350,05;1400,21
2016;March;20;2870,58;574,12;2296,47
2016;March;21;2735,33;547,07;2188,27
2016;March;22;2385,62;477,12;1908,49
2016;March;23;3305,5;661,1;2644,4
2016;March;24;2120,74;424,15;1696,59
2016;March;25;1821,48;364,3;1457,19
2016;March;26;2386,43;477,29;1909,14
2016;March;27;1964,26;392,85;1571,41
2016;March;28;3210,07;642,01;2568,06
2016;March;29;2965,19;593,04;2372,15
2016;March;30;2678,63;535,73;2142,9
2016;March;31;2711,38;542,28;2169,11
2016;April;1;3026,0;605,2;2420,8
2016;April;2;2302,98;460,6;1842,38
2016;April;3;3242,65;648,53;2594,12
2016;April;4;1901,81;380,36;1521,44
2016;April;5;2385,73;477,15;1908,58
2016;April;6;2467,08;493,42;1973,67
2016;April;7;1763,07;352,61;1410,46
2016;April;8;2014,87;402,97;1611,9
2016;April;9;1961,26;392,25;1569,01
2016;April;10;3176,61;635,32;2541,29
2016;April;11;2656,76;531,35;2125,41
2016;April;12;3299,4;659,88;2639,52
2016;April;13;2968,17;593,63;2374,53
2016;April;14;2675,69;535,14;2140,55
2016;April;15;3041,79;608,36;2433,43
2016;April;16;1687,65;337,53;1350,12
2016;April;17;2268,15;453,63;1814,52
2016;April;18;2653,38;530,68;2122,71
2016;April;19;1851,03;370,21;1480,83
2016;April;20;2852,0;570,4;2281,6
2016;April;21;2557,28;511,46;2045,82
2016;April;22;2083,85;416,77;1667,08
2016;April;23;2207,43;441,49;1765,95
2016;April;24;2981,21;596,24;2384,97
2016;April;25;2299,42;459,88;1839,54
2016;April;26;1882,5;376,5;1506,0
2016;April;27;3050,3;610,06;2440,24
2016;April;28;2312,56;462,51;1850,05
2016;April;29;2861,75;572,35;2289,4
2016;April;30;2492,39;498,48;1993,91
2016;May;1;3282,69;656,54;2626,15
2016;May;2;2401,96;480,39;1921,57
2016;May;3;3544,99;709,0;2835,99
2016;May;4;2990,46;598,09;2392,37
2016;May;5;2625,76;525,15;2100,61
2016;May;6;2363,97;472,79;1891,17
2016;May;7;2144,4;428,88;1715,52
2016;May;8;2242,92;448,58;1794,33
2016;May;9;2869,52;573,9;2295,62
2016;May;10;2610,31;522,06;2088,25
2016;May;11;2874,37;574,87;2299,5
2016;May;12;2148,29;429,66;1718,63
2016;May;13;3103,11;620,62;2482,49
2016;May;14;2030,49;406,1;1624,39
2016;May;15;2371,94;474,39;1897,55
2016;May;16;2968,64;593,73;2374,91
2016;May;17;2902,93;580,59;2322,35
2016;May;18;2261,26;452,25;1809,01
2016;May;19;2323,97;464,79;1859,18
2016;May;20;3271,05;654,21;2616,84
2016;May;21;2876,28;575,26;2301,02
2016;May;22;1821,39;364,28;1457,11
2016;May;23;3485,55;697,11;2788,44
2016;May;24;3538,63;707,73;2830,9
2016;May;25;2663,35;532,67;2130,68
2016;May;26;1902,98;380,6;1522,38
2016;May;27;1898,82;379,76;1519,05
2016;May;28;2519,92;503,98;2015,94
2016;May;29;3561,66;712,33;2849,33
2016;May;30;2450,6;490,12;1960,48
2016;May;31;2757,91;551,58;2206,33
2016;June;1;2214,19;442,84;1771,36
2016;June;2;3436,58;687,32;2749,26
2016;June;3;2630,62;526,12;2104,49
2016;June;4;1934,07;386,81;1547,26
2016;June;5;2968,68;593,74;2374,94
2016;June;6;2548,26;509,65;2038,61
2016;June;7;2709,72;541,94;2167,77
2016;June;8;2954,47;590,89;2363,58
2016;June;9;2446,32;489,26;1957,06
2016;June;10;2631,22;526,24;2104,98
2016;June;11;2639,55;527,91;2111,64
2016;June;12;3574,07;714,81;2859,25
2016;June;13;2518,62;503,72;2014,9
2016;June;14;2295,03;459,01;1836,02
2016;June;15;3148,45;629,69;2518,76
2016;June;16;3394,95;678,99;2715,96
2016;June;17;3604,28;720,86;2883,42
2016;June;18;2694,98;539,0;2155,99
2016;June;19;3327,26;665,45;2661,81
2016;June;20;3086,92;617,38;2469,54
2016;June;21;3242,69;648,54;2594,15
2016;June;22;3047,26;609,45;2437,81
2016;June;23;2202,36;440,47;1761,89
2016;June;24;2656,97;531,39;2125,58
2016;June;25;2131,88;426,38;1705,51
2016;June;26;2889,33;577,87;2311,46
2016;June;27;3066,71;613,34;2453,37
2016;June;28;2419,99;484,0;1935,99
2016;June;29;2170,77;434,15;1736,62
2016;June;30;3641,9;728,38;2913,52
2016;July;1;2900,29;580,06;2320,23
2016;July;2;3529,75;705,95;2823,8
2016;July;3;2617,44;523,49;2093,95
2016;July;4;3184,49;636,9;2547,59
2016;July;5;2802,87;560,57;2242,29
2016;July;6;2346,06;469,21;1876,85
2016;July;7;2784,46;556,89;2227,57
2016;July;8;2825,2;565,04;2260,16
2016;July;9;2162,44;432,49;1729,95
2016;July;10;2487,13;497,43;1989,71
2016;July;11;2279,44;455,89;1823,55
2016;July;12;3505,68;701,14;2804,54
2016;July;13;2056,56;411,31;1645,25
2016;July;14;2855,79;571,16;2284,63
2016;July;15;2343,88;468,78;1875,1
2016;July;16;2977,43;595,49;2381,94
2016;July;17;2524,0;504,8;2019,2
2016;July;18;2297,55;459,51;1838,04
2016;July;19;2231,2;446,24;1784,96
2016;July;20;2281,84;456,37;1825,47
2016;July;21;1991,52;398,3;1593,21
2016;July;22;3380,91;676,18;2704,73
2016;July;23;3087,97;617,59;2470,38
2016;July;24;3457,32;691,46;2765,86
2016;July;25;3138,7;627,74;2510,96
2016;July;26;2981,11;596,22;2384,89
2016;July;27;1962,68;392,54;1570,14
2016;July;28;2313,81;462,76;1851,05
2016;July;29;3526,95;705,39;2821,56
2016;July;30;3035,61;607,12;2428,49
2016;July;31;3094,05;618,81;2475,24
2016;August;1;3408,63;681,73;2726,9
2016;August;2;2173,78;434,76;1739,03
2016;August;3;2433,03;486,61;1946,43
2016;August;4;2638,2;527,64;2110,56
2016;August;5;1870,19;374,04;1496,15
2016;August;6;2298,44;459,69;1838,75
2016;August;7;2466,87;493,37;1973,5
2016;August;8;2179,91;435,98;1743,93
2016;August;9;2762,26;552,45;2209,81
2016;August;10;3045,7;609,14;2436,56
2016;August;11;2499,81;499,96;1999,85
2016;August;12;1871,68;374,34;1497,34
2016;August;13;3582,17;716,43;2865,73
2016;August;14;3065,33;613,07;2452,27
2016;August;15;1969,78;393,96;1575,82
2016;August;16;2413,56;482,71;1930,84
2016;August;17;2373,12;474,62;1898,5
2016;August;18;2233,47;446,69;1786,77
2016;August;19;2369,35;473,87;1895,48
2016;August;20;2999,08;599,82;2399,27
2016;August;21;2045,07;409,01;1636,05
2016;August;22;3467,34;693,47;2773,87
2016;August;23;3098,07;619,61;2478,46
2016;August;24;3092,68;618,54;2474,15
2016;August;25;2923,96;584,79;2339,17
2016;August;26;3149,33;629,87;2519,47
2016;August;27;1920,59;384,12;1536,47
2016;August;28;2006,08;401,22;1604,86
2016;August;29;3184,33;636,87;2547,46
2016;August;30;2861,67;572,33;2289,34
2016;August;31;3254,64;650,93;2603,71
2016;September;1;1952,98;390,6;1562,39
2016;September;2;2638,34;527,67;2110,67
2016;September;3;3029,07;605,81;2423,25
2016;September;4;3261,7;652,34;2609,36
2016;September;5;2405,02;481,0;1924,02
2016;September;6;1998,59;399,72;1598,87
2016;September;7;3273,76;654,75;2619,01
2016;September;8;2948,19;589,64;2358,55
2016;September;9;3019,24;603,85;2415,39
2016;September;10;3207,37;641,47;2565,89
2016;September;11;2773,49;554,7;2218,79
2016;September;12;3005,82;601,16;2404,66
2016;September;13;2719,81;543,96;2175,85
2016;September;14;3041,54;608,31;2433,23
2016;September;15;2845,63;569,13;2276,5
2016;September;16;2742,97;548,59;2194,37
2016;September;17;1789,31;357,86;1431,45
2016;September;18;2696,21;539,24;2156,97
2016;September;19;2970,56;594,11;2376,45
2016;September;20;2558,35;511,67;2046,68
2016;September;21;3279,74;655,95;2623,79
2016;September;22;1778,27;355,65;1422,61
2016;September;23;2035,11;407,02;1628,09
2016;September;24;2594,73;518,95;2075,78
2016;September;25;2928,56;585,71;2342,85
2016;September;26;1753,45;350,69;1402,76
2016;September;27;1941,8;388,36;1553,44
2016;September;28;1877,42;375,48;1501,94
2016;September;29;1915,47;383,09;1532,38
2016;September;30;2945,24;589,05;2356,2
2016;October;1;2669,82;533,96;2135,86
2016;October;2;3136,39;627,28;2509,11
2016;October;3;2372,26;474,45;1897,81
2016;October;4;2877,77;575,55;2302,21
2016;October;5;2930,81;586,16;2344,65
2016;October;6;2086,78;417,36;1669,42
2016;October;7;2631,41;526,28;2105,13
2016;October;8;1891,51;378,3;1513,21
2016;October;9;2669,42;533,88;2135,54
2016;October;10;2548,83;509,77;2039,07
2016;October;11;1874,4;374,88;1499,52
2016;October;12;2111,24;422,25;1688,99
2016;October;13;2866,98;573,4;2293,58
2016;October;14;3131,65;626,33;2505,32
2016;October;15;1659,33;331,87;1327,47
2016;October;16;2077,77;415,55;1662,21
2016;October;17;2541,2;508,24;2032,96
2016;October;18;1710,18;342,04;1368,14
2016;October;19;2284,89;456,98;1827,91
2016;October;20;1907,9;381,58;1526,32
2016;October;21;3102,38;620,48;2481,9
2016;October;22;2958,46;591,69;2366,77
2016;October;23;2660,64;532,13;2128,51
2016;October;24;2322,39;464,48;1857,91
2016;October;25;1824,96;364,99;1459,97
2016;October;26;1626,1;325,22;1300,88
2016;October;27;3059,39;611,88;2447,51
2016;October;28;1655,1;331,02;1324,08
2016;October;29;3123,47;624,69;2498,78
2016;October;30;2018,48;403,7;1614,78
2016;October;31;1994,85;398,97;1595,88
2016;November;1;2484,23;496,85;1987,39
2016;November;2;3019,72;603,94;2415,78
2016;November;3;2577,16;515,43;2061,73
2016;November;4;2872,43;574,49;2297,95
2016;November;5;2006,53;401,31;1605,22
2016;November;6;2219,84;443,97;1775,87
2016;November;7;1870,09;374,02;1496,07
2016;November;8;3091,63;618,33;2473,3
2016;November;9;2516,29;503,26;2013,03
2016;November;10;1997,56;399,51;1598,05
2016;November;11;2374,99;475,0;1899,99
2016;November;12;2170,65;434,13;1736,52
2016;November;13;2635,81;527,16;2108,65
2016;November;14;2251,89;450,38;1801,51
2016;November;15;2555,69;511,14;2044,56
2016;November;16;3039,98;608,0;2431,99
2016;November;17;2446,32;489,26;1957,05
2016;November;18;2673,05;534,61;2138,44
2016;November;19;2177,97;435,59;1742,38
2016;November;20;2695,59;539,12;2156,48
2016;November;21;1901,23;380,25;1520,99
2016;November;22;3219,82;643,96;2575,85
2016;November;23;2872,22;574,44;2297,78
2016;November;24;3136,34;627,27;2509,07
2016;November;25;1886,98;377,4;1509,59
2016;November;26;2878,7;575,74;2302,96
2016;November;27;2213,13;442,63;1770,5
2016;November;28;2157,31;431,46;1725,85
2016;November;29;2111,58;422,32;1689,26
2016;November;30;3366,0;673,2;2692,8
2016;December;1;2641,27;528,25;2113,02
2016;December;2;2048,83;409,77;1639,07
2016;December;3;1770,57;354,11;1416,46
2016;December;4;1921,02;384,2;1536,82
2016;December;5;3155,91;631,18;2524,73
2016;December;6;1633,01;326,6;1306,41
2016;December;7;2284,2;456,84;1827,36
2016;December;8;2717,72;543,54;2174,17
2016;December;9;2105,42;421,08;1684,34
2016;December;10;3182,97;636,59;2546,37
2016;December;11;1705,43;341,09;1364,34
2016;December;12;3137,07;627,41;2509,66
2016;December;13;2593,53;518,71;2074,83
2016;December;14;2607,7;521,54;2086,16
2016;December;15;1828,02;365,6;1462,42
2016;December;16;1932,34;386,47;1545,87
2016;December;17;1634,01;326,8;1307,21
2016;December;18;3146,74;629,35;2517,39
2016;December;19;2671,36;534,27;2137,09
2016;December;20;1827,1;365,42;1461,68
2016;December;21;2967,58;593,52;2374,06
2016;December;22;2923,28;584,66;2338,62
2016;December;23;2440,26;488,05;1952,21
2016;December;24;2774,4;554,88;2219,52
2016;December;25;3058,08;611,62;2446,47
2016;December;26;2693,68;538,74;2154,95
2016;December;27;3158,41;631,68;2526,73
2016;December;28;2813,76;562,75;2251,0
2016;December;29;1650,53;330,11;1320,43
2016;December;30;2773,12;554,62;2218,5
2016;December;31;1816,42;363,28;1453,13
2017;January;1;2799,75;559,95;2239,8
2017;January;2;2243,97;448,79;1795,18
2017;January;3;2836,33;567,27;2269,07
2017;January;4;2444,94;488,99;1955,96
2017;January;5;2692,37;538,47;2153,9
2017;January;6;1748,4;349,68;1398,72
2017;January;7;3007,29;601,46;2405,83
2017;January;8;3125,39;625,08;2500,31
2017;January;9;2614,5;522,9;2091,6
2017;January;10;2620,74;524,15;2096,59
2017;January;11;2029,09;405,82;1623,27
2017;January;12;2412,8;482,56;1930,24
2017;January;13;2529,39;505,88;2023,51
2017;January;14;1676,28;335,26;1341,03
2017;January;15;2937,92;587,58;2350,34
2017;January;16;2978,03;595,61;2382,43
2017;January;17;2245,14;449,03;1796,11
2017;January;18;3068,17;613,63;2454,54
2017;January;19;2795,2;559,04;2236,16
2017;January;20;2219,03;443,81;1775,22
2017;January;21;1806,54;361,31;1445,23
2017;January;22;2475,58;495,12;1980,46
2017;January;23;2196,57;439,31;1757,26
2017;January;24;2343,26;468,65;1874,61
2017;January;25;3260,43;652,09;2608,34
2017;January;26;2274,51;454,9;1819,61
2017;January;27;3167,28;633,46;2533,82
2017;January;28;2013,06;402,61;1610,45
2017;January;29;3193,86;638,77;2555,09
2017;January;30;2584,62;516,92;2067,7
2017;January;31;2301,8;460,36;1841,44
2017;February;1;3384,31;676,86;2707,45
2017;February;2;2680,6;536,12;2144,48
2017;February;3;2954,05;590,81;2363,24
2017;February;4;2726,41;545,28;2181,13
2017;February;5;2474,85;494,97;1979,88
2017;February;6;3101,88;620,38;2481,5
2017;February;7;3166,82;633,36;2533,46
2017;February;8;3295,95;659,19;2636,76
2017;February;9;1928,2;385,64;1542,56
2017;February;10;2310,81;462,16;1848,65
2017;February;11;2179,39;435,88;1743,52
2017;February;12;3483,99;696,8;2787,19
2017;February;13;2384,43;476,89;1907,55
2017;February;14;2258,93;451,79;1807,14
2017;February;15;2068,7;413,74;1654,96
2017;February;16;3756,9;751,38;3005,52
2017;February;17;2911,12;582,22;2328,9
2017;February;18;3063,36;612,67;2450,69
2017;February;19;2571,02;514,2;2056,82
2017;February;20;2293,43;458,69;1834,74
2017;February;21;2163,0;432,6;1730,4
2017;February;22;2764,23;552,85;2211,38
2017;February;23;3620,7;724,14;2896,56
2017;February;24;3702,55;740,51;2962,04
2017;February;25;3728,25;745,65;2982,6
2017;February;26;2227,93;445,59;1782,35
2017;February;27;2192,77;438,55;1754,22
2017;February;28;2779,64;555,93;2223,72
2017;March;1;3214,22;642,84;2571,38
2017;March;2;2786,23;557,25;2228,98
2017;March;3;3112,89;622,58;2490,31
2017;March;4;1833,92;366,78;1467,14
2017;March;5;2824,6;564,92;2259,68
2017;March;6;2649,76;529,95;2119,81
2017;March;7;2540,45;508,09;2032,36
2017;March;8;2906,57;581,31;2325,26
2017;March;9;3087,42;617,48;2469,94
2017;March;10;2183,38;436,68;1746,71
2017;March;11;2076,1;415,22;1660,88
2017;March;12;2299,06;459,81;1839,25
2017;March;13;2736,54;547,31;2189,23
2017;March;14;3116,26;623,25;2493,01
2017;March;15;2680,49;536,1;2144,39
2017;March;16;2800,46;560,09;2240,37
2017;March;17;1842,77;368,55;1474,22
2017;March;18;1752,26;350,45;1401,8
2017;March;19;3257,36;651,47;2605,88
2017;March;20;1682,26;336,45;1345,81
2017;March;21;3068,32;613,66;2454,65
2017;March;22;2356,93;471,39;1885,54
2017;March;23;3026,04;605,21;2420,83
2017;March;24;2478,92;495,78;1983,14
2017;March;25;1674,55;334,91;1339,64
2017;March;26;1726,61;345,32;1381,28
2017;March;27;2526,51;505,3;2021,21
2017;March;28;1901,94;380,39;1521,55
2017;March;29;3096,1;619,22;2476,88
2017;March;30;2870,74;574,15;2296,59
2017;March;31;2791,6;558,32;2233,28
2017;April;1;2603,09;520,62;2082,47
2017;April;2;1889,19;377,84;1511,35
2017;April;3;3273,36;654,67;2618,69
2017;April;4;2894,21;578,84;2315,37
2017;April;5;2380,61;476,12;1904,49
2017;April;6;3498,08;699,62;2798,46
2017;April;7;3348,63;669,73;2678,9
2017;April;8;1994,56;398,91;1595,65
2017;April;9;2597,55;519,51;2078,04
2017;April;10;2026,19;405,24;1620,95
2017;April;11;2345,44;469,09;1876,35
2017;April;12;2893,48;578,7;2314,78
2017;April;13;2068,43;413,69;1654,74
2017;April;14;3185,82;637,16;2548,66
2017;April;15;3006,52;601,3;2405,21
2017;April;16;2847,68;569,54;2278,14
2017;April;17;2154,14;430,83;1723,31
2017;April;18;2334,94;466,99;1867,95
2017;April;19;1887,5;377,5;1510,0
2017;April;20;2104,61;420,92;1683,69
2017;April;21;3246,21;649,24;2596,97
2017;April;22;1974,88;394,98;1579,9
2017;April;23;2652,67;530,53;2122,14
2017;April;24;2952,27;590,45;2361,82
2017;April;25;2847,39;569,48;2277,91
2017;April;26;2567,68;513,54;2054,14
2017;April;27;2079,06;415,81;1663,25
2017;April;28;3445,67;689,13;2756,54
2017;April;29;3310,93;662,19;2648,74
2017;April;30;2763,48;552,7;2210,79
2017;May;1;2679,51;535,9;2143,61
2017;May;2;2948,5;589,7;2358,8
2017;May;3;2846,95;569,39;2277,56
2017;May;4;3757,77;751,55;3006,22
2017;May;5;2768,4;553,68;2214,72
2017;May;6;3268,84;653,77;2615,07
2017;May;7;3654,77;730,95;2923,82
2017;May;8;2237,04;447,41;1789,63
2017;May;9;3805,14;761,03;3044,11
2017;May;10;2741,5;548,3;2193,2
2017;May;11;3319,9;663,98;2655,92
2017;May;12;2758,48;551,7;2206,78
2017;May;13;3154,7;630,94;2523,76
2017;May;14;2879,7;575,94;2303,76
2017;May;15;2710,06;542,01;2168,05
2017;May;16;2764,87;552,97;2211,89
2017;May;17;3617,92;723,58;2894,34
2017;May;18;3311,73;662,35;2649,38
2017;May;19;3211,94;642,39;2569,55
2017;May;20;2942,23;588,45;2353,79
2017;May;21;3535,84;707,17;2828,68
2017;May;22;2167,94;433,59;1734,35
2017;May;23;2073,0;414,6;1658,4
2017;May;24;2521,45;504,29;2017,16
2017;May;25;3796,37;759,27;3037,09
2017;May;26;2509,68;501,94;2007,74
2017;May;27;2528,49;505,7;2022,79
2017;May;28;2049,4;409,88;1639,52
2017;May;29;3212,91;642,58;2570,33
2017;May;30;1946,61;389,32;1557,29
2017;May;31;2037,84;407,57;1630,27
2017;June;1;3434,3;686,86;2747,44
2017;June;2;2521,95;504,39;2017,56
2017;June;3;3241,96;648,39;2593,57
2017;June;4;3383,58;676,72;2706,87
2017;June;5;3833,29;766,66;3066,64
2017;June;6;3142,43;628,49;2513,95
2017;June;7;2695,89;539,18;2156,71
2017;June;8;2973,65;594,73;2378,92
2017;June;9;2112,2;422,44;1689,76
2017;June;10;2195,5;439,1;1756,4
2017;June;11;2615,53;523,11;2092,42
2017;June;12;3543,64;708,73;2834,91
2017;June;13;3858,13;771,63;3086,5
2017;June;14;2364,18;472,84;1891,34
2017;June;15;2758,77;551,75;2207,01
2017;June;16;2393,63;478,73;1914,91
2017;June;17;2228,67;445,73;1782,94
2017;June;18;4006,39;801,28;3205,11
2017;June;19;2862,67;572,53;2290,14
2017;June;20;2968,05;593,61;2374,44
2017;June;21;2112,77;422,55;1690,21
2017;June;22;2911,51;582,3;2329,21
2017;June;23;2696,73;539,35;2157,39
2017;June;24;2974,42;594,88;2379,54
2017;June;25;4062,75;812,55;3250,2
2017;June;26;3311,56;662,31;2649,25
2017;June;27;2196,94;439,39;1757,55
2017;June;28;4039,04;807,81;3231,23
2017;June;29;3798,97;759,79;3039,17
2017;June;30;3408,37;681,67;2726,69
2017;July;1;3813,89;762,78;3051,11
2017;July;2;2320,92;464,18;1856,73
2017;July;3;2026,73;405,35;1621,38
2017;July;4;3900,52;780,1;3120,42
2017;July;5;3005,51;601,1;2404,41
2017;July;6;2559,66;511,93;2047,73
2017;July;7;3895,27;779,05;3116,22
2017;July;8;2183,12;436,62;1746,5
2017;July;9;3020,23;604,05;2416,18
2017;July;10;3895,8;779,16;3116,64
2017;July;11;2854,33;570,87;2283,46
2017;July;12;3734,77;746,95;2987,81
2017;July;13;3201,13;640,23;2560,9
2017;July;14;2230,61;446,12;1784,49
2017;July;15;2368,26;473,65;1894,61
2017;July;16;2727,13;545,43;2181,7
2017;July;17;1978,93;395,79;1583,15
2017;July;18;2894,83;578,97;2315,86
2017;July;19;2663,68;532,74;2130,95
2017;July;20;2486,06;497,21;1988,85
2017;July;21;2900,2;580,04;2320,16
2017;July;22;3647,84;729,57;2918,27
2017;July;23;3114,05;622,81;2491,24
2017;July;24;2462,11;492,42;1969,69
2017;July;25;2408,61;481,72;1926,89
2017;July;26;2659,91;531,98;2127,93
2017;July;27;3721,98;744,4;2977,58
2017;July;28;2323,7;464,74;1858,96
2017;July;29;2435,01;487,0;1948,01
2017;July;30;3028,73;605,75;2422,98
2017;July;31;2770,95;554,19;2216,76
2017;August;1;2415,92;483,18;1932,74
2017;August;2;2901,82;580,36;2321,45
2017;August;3;3765,29;753,06;3012,24
2017;August;4;2844,7;568,94;2275,76
2017;August;5;2376,04;475,21;1900,83
2017;August;6;2475,02;495,0;1980,01
2017;August;7;2067,47;413,49;1653,97
2017;August;8;2465,64;493,13;1972,51
2017;August;9;2300,12;460,02;1840,09
2017;August;10;3799,16;759,83;3039,33
2017;August;11;2423,42;484,68;1938,73
2017;August;12;3406,55;681,31;2725,24
2017;August;13;2497,47;499,49;1997,98
2017;August;14;2919,71;583,94;2335,77
2017;August;15;2650,8;530,16;2120,64
2017;August;16;3347,9;669,58;2678,32
2017;August;17;3755,59;751,12;3004,47
2017;August;18;3266,7;653,34;2613,36
2017;August;19;2612,99;522,6;2090,39
