Datum;Min. von temp_min;Max. von temp_max;Mittelwert von temp;Mittelwert von humidity;Mittelwert von wind_speed
2003-11-28;3,99;7,16;5,511666667;98,41666667;4,067083333
2003-11-29;2,58;5,4;4,00125;96,125;2,240416667
2003-11-30;0,67;8,15;4,500833333;94,54166667;2,35875
2003-12-01;2,6;8,59;5,417826087;92,29166667;2,850833333
2003-12-02;2,15;10,16;5,41875;91,04166667;1,555714286
2003-12-03;2,48;6,75;4,730869565;93,83333333;1,730869565
2003-12-04;2,36;5,81;3,85875;92,91666667;1,86375
2003-12-05;1,18;4,96;3,134347826;94,16666667;0,944166667
2003-12-06;-2,7;3,95;2,049130435;95,45833333;2,45
2003-12-07;-3,02;2,8;-0,748333333;80,75;3,9525
2003-12-08;-5,98;2,72;-2,33875;83,83333333;2,067083333
2003-12-09;-5,41;3,3;-1,73;78,125;1,952083333
2003-12-10;-5,84;4,33;-1,1375;83,66666667;2,094583333
2003-12-11;-3,8;7,51;1,479166667;73;2,623478261
2003-12-12;1,74;8,01;5,104347826;90,66666667;2,593913043
2003-12-13;2,37;11,75;9,066521739;87,66666667;5,327391304
2003-12-14;4,5;10,71;7,225;85,375;6,78
2003-12-15;0,54;5,17;2,36875;86,875;5,956818182
2003-12-16;0,24;3,74;2,000833333;89,29166667;3,751666667
2003-12-17;-1,93;4,69;1,185416667;90,29166667;1,544583333
2003-12-18;-2,92;2,83;-0,715833333;93,91666667;2,192083333
2003-12-19;-2,68;5,63;2,117916667;89,20833333;2,356521739
2003-12-20;1,89;10,92;6,877083333;83,08333333;4,075
2003-12-21;2,64;10,66;6,895416667;81,625;6,995652174
2003-12-22;-2,83;3,61;0,992916667;86,5;4,132916667
2003-12-23;-6,95;0,3;-2,974583333;85,95833333;2,237083333
2003-12-24;-8,36;0,74;-3,9925;71,66666667;1,918333333
2003-12-25;-5,97;2,54;-1,554166667;67,91666667;1,8825
2003-12-26;-2,28;6,42;1,661666667;76,83333333;2,338695652
2003-12-27;1,71;8,23;5,005416667;76,75;3,765416667
2003-12-28;3,12;9,81;5,70125;78,125;4,455833333
2003-12-29;-1,7;4,52;1,507391304;80,66666667;2,335217391
2003-12-30;-2,58;1,71;-0,17;89,41666667;1,854347826
2003-12-31;-1,85;1,81;0,444166667;89,70833333;2,872083333
2004-01-01;-1,46;1,13;-0,10375;86,375;1,597083333
2004-01-02;-4,14;-0,27;-1,572916667;82;3,282608696
2004-01-03;-8,7;-2,1;-4,609130435;81,08333333;2,100416667
2004-01-04;-11,12;-1,08;-4,477916667;86,45833333;3,2575
2004-01-05;-1,86;1,91;0,38173913;91,20833333;3,26375
2004-01-06;0,6;4,62;2,503043478;92,29166667;2,04
2004-01-07;0,53;5,61;3,858333333;94,83333333;1,639583333
2004-01-08;0,31;4,87;2,068333333;95,20833333;2,4025
2004-01-09;3,07;7,46;5,502727273;91,95833333;4,535
2004-01-10;2,18;6,31;4,129583333;87,625;3,55125
2004-01-11;4,1;11,32;8,310434783;89,16666667;5,146666667
2004-01-12;5,12;10,82;7,019583333;85,45833333;6,575416667
2004-01-13;4,65;12,51;8,181666667;89,75;5,56
2004-01-14;4,49;7,82;6,04826087;76,95833333;5,983333333
2004-01-15;2,11;4,79;3,455;86,125;5,794347826
2004-01-16;1,7;6,56;4,881666667;77,66666667;6,294347826
2004-01-17;0,47;5,82;4,074166667;89,08333333;3,097916667
2004-01-18;-3,04;3,42;1,386956522;88,375;3,109166667
2004-01-19;-3,4;2,24;-0,226666667;83,75;3,899166667
2004-01-20;-1,14;4,69;2,23375;93,625;4,005833333
2004-01-21;-2,88;0,93;-0,973333333;83,91666667;1,33125
2004-01-22;-6,25;1,44;-2,445416667;84,95833333;1,48173913
2004-01-23;-5,72;1,77;-2,219130435;82,16666667;2,197083333
2004-01-24;-6,37;2,89;-1,897083333;82,25;2,283333333
2004-01-25;-1,31;3,33;1,045652174;93,75;2,69125
2004-01-26;-1,37;0,86;-0,15625;90,79166667;3,04
2004-01-27;-2,23;2,25;-0,1825;93,08333333;2,497916667
2004-01-28;-3,3;0,59;-0,957391304;88,79166667;3,259090909
2004-01-29;-1,51;0,58;-0,407916667;80,29166667;5,632916667
2004-01-30;-5,07;3,19;-0,00625;68,5;4,099166667
2004-01-31;-1,73;10,82;6,430434783;59,58333333;5,71625
2004-02-01;8,47;12,33;10,50083333;65,91666667;6,640869565
2004-02-02;8,59;13,69;11,24826087;65,375;5,252083333
2004-02-03;6,28;15,43;10,6875;70,04166667;2,634166667
2004-02-04;4,3;15,82;9,447083333;63,875;2,545416667
2004-02-05;6,85;16,37;11,84166667;52,04166667;4,021666667
2004-02-06;10,06;17,76;13,76125;50,70833333;4,355416667
2004-02-07;4,95;14,64;9,370833333;68,20833333;6,926666667
2004-02-08;1,86;5,73;4,064583333;82,70833333;8,005
2004-02-09;0,12;3,82;1,84125;81,91666667;5,811304348
2004-02-10;-2,87;4,88;1,954583333;74,66666667;2,86375
2004-02-11;0,53;3,79;2,209583333;94,04166667;4,031666667
2004-02-12;-3,59;3,33;0,891666667;86,75;0,995416667
2004-02-13;0,66;5,98;3,36;88,29166667;1,116956522
2004-02-14;2,84;7,22;5,131666667;89,66666667;0,792173913
2004-02-15;3,26;6,89;4,98;89,91666667;1,39
2004-02-16;-0,36;9,37;4,03625;84,75;1,737916667
2004-02-17;-1,96;7,41;2,058333333;84,83333333;1,567916667
2004-02-18;-0,83;3,71;1,7175;90,79166667;2,23125
2004-02-19;-1,17;3,21;0,6825;76,08333333;5,765416667
2004-02-20;-1,52;6,23;1,5575;68,45833333;3,697916667
2004-02-21;-0,81;5,26;1,637083333;78,83333333;2,582083333
2004-02-22;0,48;6,86;2,751666667;87,375;1,851666667
2004-02-23;-1,85;1,85;-0,1175;84,25;3,36625
2004-02-24;-4,25;2,73;-0,825833333;73,70833333;2,06625
2004-02-25;-2,08;2,23;0,289583333;73,16666667;2,71
2004-02-26;-3,95;1,98;0,068333333;81,20833333;2,42
2004-02-27;-3,94;1,82;-1,289583333;79,875;1,159130435
2004-02-28;-6,36;3,57;-0,894583333;70,58333333;1,523913043
2004-02-29;-3,51;3,2;-0,199166667;69,5;2,055
2004-03-01;-3,59;1,62;-1,03625;71,95833333;3,31
2004-03-02;-3,68;1,75;-0,429166667;89,70833333;2,7725
2004-03-03;-1,55;6,83;1,880416667;76,54166667;2,555
2004-03-04;-2,36;8,05;2,0575;68,5;1,63125
2004-03-05;-1,51;5,8;1,3775;72,625;3,495833333
2004-03-06;-0,94;3,73;1,806521739;91,33333333;2,42826087
2004-03-07;0,06;6,56;3,147916667;82,29166667;1,8675
2004-03-08;-1,44;4,67;1,681666667;84,5;2,013333333
2004-03-09;-3,68;4,02;0,089130435;80;1,770833333
2004-03-10;-4,46;3,06;-0,240416667;79,5;1,729583333
2004-03-11;-2,21;2,09;0,24625;84,75;1,19125
2004-03-12;-3,31;9,37;3,52625;78,29166667;2,114583333
2004-03-13;4,44;10,62;7,510416667;84,58333333;1,78625
2004-03-14;4,95;12,82;8,06;83,375;2,0575
2004-03-15;4,08;17,09;9,962083333;72,75;2,772916667
2004-03-16;3,29;19,76;11,37130435;71,125;1,57125
2004-03-17;2,31;23,63;12,88583333;65,375;1,780416667
2004-03-18;5,25;23,1;14,47291667;58;1,855
2004-03-19;10,97;16,25;13,70125;60,25;4,692083333
2004-03-20;10,25;14,78;12,78652174;76,58333333;7,323913043
2004-03-21;6,84;13,7;10,24458333;72,25;6,549583333
2004-03-22;2,28;9,7;6,35625;75,875;4,052916667
2004-03-23;1,43;7,74;4,646086957;85,95833333;2,057083333
2004-03-24;2,59;7,19;4,294583333;88,625;3,952083333
2004-03-25;0,39;4,97;3,047083333;81,66666667;2,980416667
2004-03-26;-1,33;4,49;1,685;71,91666667;2,894347826
2004-03-27;-4,76;5,67;1,11375;73,16666667;2,049166667
2004-03-28;-4,42;10,52;3,052083333;69,75;1,414583333
2004-03-29;-2,78;13,73;5,684166667;66,58333333;2,150416667
2004-03-30;1,87;17,31;9,055833333;60,5;3,602916667
2004-03-31;2,58;18,34;10,25916667;63,83333333;1,82125
2004-04-01;2,45;20,32;11,5226087;63,08333333;2,059583333
2004-04-02;4,53;19,72;12,80791667;67,91666667;1,837083333
2004-04-03;6,65;15,64;11,58125;67,75;2,875
2004-04-04;5,53;13,7;9,879583333;74,70833333;3,984090909
2004-04-05;6,49;10,33;8,039130435;82,125;4,4775
2004-04-06;2,91;8,47;5,611666667;85,79166667;4,325833333
2004-04-07;2,22;7,97;4,965416667;84,70833333;3,68125
2004-04-08;1,91;9,09;5,38625;78,375;2,810833333
2004-04-09;0,25;10,46;5,496521739;74,125;2,925833333
2004-04-10;0,69;10,68;6,175;80,125;2,925416667
2004-04-11;3,31;9,85;6,379583333;84,33333333;1,9875
2004-04-12;0,55;13,96;7,779166667;63,125;3,37375
2004-04-13;2,18;11,55;7,67875;71,04166667;2,845
2004-04-14;4,58;14,52;9,672916667;63,33333333;2,697916667
2004-04-15;0,56;18,09;10,62791667;64,04166667;1,475833333
2004-04-16;3,32;20,61;12,96708333;59,41666667;2,63173913
2004-04-17;4,87;20,2;13,76695652;66,79166667;1,8575
2004-04-18;8,29;18,33;12,55708333;73;2,402608696
2004-04-19;5,45;11,96;8,781666667;70,66666667;2,92
2004-04-20;2,76;16,09;10,36434783;62,66666667;2,069583333
2004-04-21;8,46;21,65;14,66208333;66,625;1,6125
2004-04-22;6,68;24,24;16,66458333;60,41666667;1,44125
2004-04-23;8,85;16,13;12,86875;80,125;3,59875
2004-04-24;5,24;15,85;10,87458333;65,95833333;2,53375
2004-04-25;4,62;14,4;10,06208333;70,375;2,899583333
2004-04-26;3,55;19,18;12,12666667;65,54166667;3,199583333
2004-04-27;6,32;21,62;14,1873913;64,125;2,007916667
2004-04-28;8,56;21,62;15,79875;66,70833333;1,70375
2004-04-29;9,7;21,47;15,845;74,75;1,822916667
2004-04-30;10,12;25,07;17,81695652;60,16666667;2,249166667
2004-05-01;8,56;16,16;13,37333333;79,91666667;2,974166667
2004-05-02;7,24;19,28;13,50909091;72,41666667;1,423478261
2004-05-03;6,58;20,35;14,12041667;71,70833333;1,296521739
2004-05-04;11,34;19,14;14,91458333;76,375;1,440416667
2004-05-05;7,13;11,73;9,635416667;87,45833333;2,208333333
2004-05-06;5,74;9,75;7,880833333;91,20833333;3,099166667
2004-05-07;6,84;11,56;8,552916667;84,5;4,415
2004-05-08;5,95;10,38;8,259583333;78,5;5,895833333
2004-05-09;5,85;10,66;7,985833333;90,375;4,551666667
2004-05-10;7,07;14,51;10,60043478;85;1,82875
2004-05-11;4,96;19,38;13,00666667;76,33333333;1,239583333
2004-05-12;7,51;16,98;12,15875;83,5;2,570416667
2004-05-13;8,12;12,38;10,01916667;80,66666667;2,917083333
2004-05-14;7,18;16,83;12,29041667;73,41666667;1,625
2004-05-15;7,32;19,02;13,9375;69,41666667;1,81
2004-05-16;8,78;19,77;14,42083333;68,33333333;2,82875
2004-05-17;4,78;22,8;15,88916667;61,70833333;1,3725
2004-05-18;7,55;25,73;18,16166667;62,91666667;1,607916667
2004-05-19;12,18;24,88;18,47869565;62,79166667;1,862083333
2004-05-20;10,68;25,36;18,82375;66,16666667;1,529166667
2004-05-21;8,97;20,06;14,73708333;81;2,8075
2004-05-22;3,98;12,73;9,199583333;70,33333333;3,262916667
2004-05-23;3,54;13,31;8,442083333;64,75;2,835652174
2004-05-24;0,88;17,11;10,7875;55,95833333;1,47125
2004-05-25;2,79;20,51;12,95125;59,04166667;1,582083333
2004-05-26;5,68;20,68;14,3975;61,04166667;2,160416667
2004-05-27;7,72;18,17;13,16541667;63,375;1,9
2004-05-28;6,13;18,85;13,23916667;58,83333333;2,107916667
2004-05-29;4,99;22,09;15,00958333;57,95833333;2,430416667
2004-05-30;6,36;24,76;17,22125;51,91666667;2,248695652
2004-05-31;12,41;19,53;15,6475;67,5;2,1475
2004-06-01;7,79;18,92;14,26347826;75,16666667;1,17173913
2004-06-02;8,69;19,58;14,5275;81,70833333;1,870416667
2004-06-03;11,96;19,57;15,19333333;82,125;2,990416667
2004-06-04;10,85;19,34;14,48958333;88,75;2,20875
2004-06-05;9,67;15,07;12,87708333;89,45833333;2,781666667
2004-06-06;7,98;20,68;14,6775;76,08333333;1,520869565
2004-06-07;7,32;26,22;18,155;67,41666667;1,176666667
2004-06-08;12,13;30,46;22,1426087;62,375;1,23826087
2004-06-09;14,92;31,8;24,37541667;62,08333333;1,75875
2004-06-10;18,12;30,19;23,56875;66,45833333;1,957083333
2004-06-11;15,91;22,19;19,17130435;82,25;2,58875
2004-06-12;9,97;19,17;15,75041667;76;3,603913043
2004-06-13;9,15;17,34;13,5125;85,08333333;2,1275
2004-06-14;9,71;22,63;16,91916667;72,45833333;2,315
2004-06-15;12,4;24,69;19,20652174;67,70833333;1,752608696
2004-06-16;9,99;19,92;16,25375;66,83333333;2,835416667
2004-06-17;7,29;25,09;17,90652174;61,125;3,16625
2004-06-18;12,66;20,21;16,87708333;64,20833333;3,632083333
2004-06-19;9,77;15,64;13,29291667;78;2,419166667
2004-06-20;9,3;17,68;13,26083333;82,04166667;0,956666667
2004-06-21;10,31;18,95;14,8575;72,75;1,996818182
2004-06-22;12,09;21,24;16,62333333;79,20833333;2,112083333
2004-06-23;14,29;24,81;19,48173913;67,375;5,122916667
2004-06-24;13,74;21,14;17,51291667;53,79166667;4,73625
2004-06-25;12,16;20,95;16,33291667;57,20833333;3,213913043
2004-06-26;7,98;24,95;17,98333333;53,29166667;0,919565217
2004-06-27;14,28;28,9;22,38125;56,79166667;2,83
2004-06-28;14,2;24,96;20,5625;53,5;3,119583333
2004-06-29;12,71;24,02;18,49833333;51,95833333;2,114583333
2004-06-30;10,24;27,16;20,34217391;49,33333333;0,911666667
2004-07-01;14,65;21,24;18,32708333;58,20833333;3,934347826
2004-07-02;12,32;19,97;15,38956522;73,95833333;2,695833333
2004-07-03;11,69;20,34;15,90458333;64,375;4,32125
2004-07-04;12,24;25,08;18,89608696;54,20833333;2,849130435
2004-07-05;12,89;24,76;19,43041667;62,41666667;3,12625
2004-07-06;14,2;23,74;18,77458333;66,16666667;1,809565217
2004-07-07;15,35;23,46;19,69666667;74,58333333;2,806818182
2004-07-08;14,89;21,37;17,51583333;89,16666667;2,491666667
2004-07-09;10,96;18,43;15,78541667;70,5;4,633913043
2004-07-10;9,75;17,66;13,75166667;75,375;2,502173913
2004-07-11;9,98;17,54;13,57166667;79,625;3,16875
2004-07-12;11,24;18,09;14,21833333;78,95833333;3,188333333
2004-07-13;11,55;17,49;14,22666667;84,125;2,639166667
2004-07-14;10,61;21,49;16,77208333;67,20833333;2,42125
2004-07-15;15,55;21,87;18,67708333;78;3,580416667
2004-07-16;15,11;27,13;21,45833333;74,08333333;1,823333333
2004-07-17;15,41;29,44;22,12043478;71,45833333;1,743333333
2004-07-18;15,87;30,58;22,80391304;69,45833333;2,02875
2004-07-19;17,5;26,9;22,10347826;71,79166667;1,33625
2004-07-20;16,1;26,01;21,56782609;75,41666667;1,733333333
2004-07-21;15,36;29,01;23,00333333;69,875;1,065
2004-07-22;18,33;29,61;23,66583333;68,5;1,472916667
2004-07-23;18,78;31,26;24,12833333;71,45833333;1,99125
2004-07-24;16,99;23,8;20,28166667;85,58333333;2,334166667
2004-07-25;14,14;25,54;19,91;64,66666667;1,971666667
2004-07-26;12,48;18,57;15,77625;83,41666667;1,88625
2004-07-27;11,21;21,78;16,47;73,91666667;1,6925
2004-07-28;9,36;24,97;18,22291667;59,58333333;2,3925
2004-07-29;11,3;26,73;19,80916667;55,75;2,558333333
2004-07-30;12,11;29,44;22,29173913;53,58333333;1,623913043
2004-07-31;13,85;30,1;23,73791667;47,91666667;1,365416667
2004-08-01;17,47;29,77;23,75458333;54,08333333;2,089565217
2004-08-02;16,09;29,45;22,93125;54,125;1,807083333
2004-08-03;14,9;30,88;23,62304348;46,54166667;1,665
2004-08-04;17,3;30,71;24,29666667;47,41666667;1,963333333
2004-08-05;16,98;31,89;25,15875;44,91666667;2,72625
2004-08-06;17,64;28,92;23,83541667;64,08333333;1,99
2004-08-07;17,28;27,38;22,03833333;77,45833333;1,182083333
2004-08-08;15,24;30,53;23,1625;62,875;2,279583333
2004-08-09;16,82;31,06;24,28083333;51,41666667;2,864166667
2004-08-10;17,94;30,45;24,12041667;52,04166667;2,7325
2004-08-11;18,38;27,73;22,26166667;73,29166667;1,762083333
2004-08-12;14,91;31,78;21,15478261;74;2,540833333
2004-08-13;14,92;20,35;17,24125;79,16666667;4,565833333
2004-08-14;14,74;18,04;15,93416667;89,875;5,14173913
2004-08-15;14,79;25,46;19,11708333;78,54166667;1,534166667
2004-08-16;13,04;25,69;18,79304348;79,25;2,647083333
2004-08-17;14,87;21,31;18,48291667;87,875;1,92826087
2004-08-18;17,09;29,9;23,22916667;67;2,88625
2004-08-19;16,94;23,71;20,10708333;77,33333333;3,2975
2004-08-20;14,12;22,58;18,59416667;78,20833333;2,602916667
2004-08-21;12,33;18,21;15,39541667;78;4,447083333
2004-08-22;10,06;19,76;14,80583333;77,54166667;1,632083333
2004-08-23;11,28;27,45;19,07545455;65,04166667;2,49875
2004-08-24;14,72;20,56;17,85583333;84,29166667;3,607826087
2004-08-25;13,4;20,87;16,79782609;72,375;3,93125
2004-08-26;13,12;17,77;15,12125;88;4,136666667
2004-08-27;11,9;22,34;16,94833333;76,58333333;3,226086957
2004-08-28;12,91;22,46;18,10913043;75,58333333;2,42625
2004-08-29;15,08;23,4;18,48772727;81,08333333;2,13625
2004-08-30;13,05;17,79;15,86130435;82,16666667;3,728333333
2004-08-31;10,74;19,43;14,90125;72,20833333;2,609166667
2004-09-01;7,78;21,32;15,14208333;68,91666667;1,523333333
2004-09-02;7,87;26,43;17,56958333;68,75;1,786666667
2004-09-03;12,22;27,56;20,37708333;74,625;1,326666667
2004-09-04;15,89;27,78;21,31625;74,375;1,61125
2004-09-05;12,54;27,49;20,50166667;64,66666667;2,705
2004-09-06;12,45;25,96;19,51695652;68,66666667;2,282608696
2004-09-07;10,57;26,46;19,33041667;66,75;2,385416667
2004-09-08;10,8;24,91;18,18608696;64,29166667;2,572083333
2004-09-09;10,28;24,28;17,1825;53,08333333;3,332916667
2004-09-10;9,7;28,39;19,02666667;57,20833333;2,491304348
2004-09-11;16,47;26,57;20,95791667;66,375;2,5475
2004-09-12;11,04;19,67;16,63833333;73,75;3,638333333
2004-09-13;10,21;23,04;16,60541667;66,45833333;3,310416667
2004-09-14;14,42;21,83;17,87166667;74,66666667;2,910833333
2004-09-15;10,07;18,25;14,63791667;80,33333333;2,712916667
2004-09-16;7,97;17,19;12,34291667;74,29166667;2,009166667
2004-09-17;5,25;20,7;13,15125;68,29166667;2,248333333
2004-09-18;6,16;25,03;15,57375;69,08333333;1,296666667
2004-09-19;10,12;17,65;14,41333333;82,54166667;1,812916667
2004-09-20;9,61;19,02;14,84782609;76,58333333;2,53375
2004-09-21;12,37;16,86;14,61333333;67,54166667;5,942083333
2004-09-22;10,9;14,98;12,69375;69,75;6,54
2004-09-23;10,04;16,3;13,61;89,16666667;7,379583333
2004-09-24;8,54;13,19;10,37695652;88,70833333;3,279565217
2004-09-25;7,9;13,06;10,1425;93,625;3,089166667
2004-09-26;8,13;11,71;9,690416667;95,375;2,60173913
2004-09-27;8,35;14,9;12,32272727;89,875;2,70125
2004-09-28;12,38;17,5;14,40791667;90,70833333;2,227916667
2004-09-29;11,53;15,98;14,22333333;88,625;2,987916667
2004-09-30;11,14;17,7;13,65217391;85,25;1,525416667
2004-10-01;10,78;17,55;13,97416667;90,25;2,079130435
2004-10-02;10,57;18,19;14,17130435;81,25;2,403333333
2004-10-03;9,67;20,42;13,7225;76,95833333;1,47875
2004-10-04;8,43;24,34;16,4426087;75,70833333;2,875217391
2004-10-05;13,13;27,39;19,57;64,95833333;2,805833333
2004-10-06;12,59;19,5;15,9825;83,75;2,133913043
2004-10-07;9,56;17,51;12,9075;84,54166667;1,146521739
2004-10-08;9,69;13,49;11,96708333;92,54166667;1,665416667
2004-10-09;8,79;12,08;10,07375;94,5;2,7075
2004-10-10;7,24;12,23;9,87125;88,58333333;3,4975
2004-10-11;5,28;11,76;8,231666667;74,375;4,216086957
2004-10-12;3,65;11,57;6,967916667;79,5;3,038333333
2004-10-13;4,22;13,82;8,502916667;90,41666667;1,6225
2004-10-14;6,17;16,11;10,76125;88,5;2,252916667
2004-10-15;6,84;12,74;9,091666667;87,66666667;3,036666667
2004-10-16;4,35;11,23;7,298695652;85,125;2,81875
2004-10-17;4,33;10,42;7,555;86,70833333;4,4775
2004-10-18;4,15;12,43;9,065217391;84,04166667;3,959583333
2004-10-19;2,94;11,96;7,990869565;92,79166667;2,231304348
2004-10-20;9,3;15,87;13,255;93,45833333;3,044347826
2004-10-21;7,56;18,28;15,05391304;75,83333333;3,2025
2004-10-22;4,88;19,95;12,05708333;83,54166667;1,7575
2004-10-23;10,79;20,96;15,15916667;79,375;3,140833333
2004-10-24;10,08;24,44;15,98125;74,75;3,06875
2004-10-25;11,41;18,94;14,85791667;83,16666667;2,640416667
2004-10-26;8,48;12,33;10,42652174;95,04166667;1,209583333
2004-10-27;7,29;11,85;9,705833333;92,41666667;1,950434783
2004-10-28;8,89;14,42;11,39958333;94,29166667;1,874166667
2004-10-29;8,12;16,11;11,55125;92,625;1,383043478
2004-10-30;6,81;14,58;10,65041667;88,04166667;1,362916667
2004-10-31;4,05;12,82;9,08375;92,08333333;3,167916667
2004-11-01;9,2;11,77;10,69333333;88,66666667;2,543913043
2004-11-02;9,02;12,05;10,82458333;93,375;1,523333333
2004-11-03;8,78;15,73;11,6625;92,08333333;1,42
2004-11-04;8,92;15,77;11,6875;93,75;1,275
2004-11-05;6,21;13,09;10,11916667;89,79166667;2,259166667
2004-11-06;4,75;8,59;6,928333333;89,54166667;2,647826087
2004-11-07;2,61;7,62;5,427083333;92,79166667;2,01875
2004-11-08;0,24;6,72;3,560416667;88,79166667;1,11375
2004-11-09;-1,36;2,73;0,982173913;93,58333333;2,64
2004-11-10;0,59;3,99;1,8175;90,91666667;1,809166667
2004-11-11;0,09;3,97;2,235833333;94;1,386086957
2004-11-12;0,74;4,82;2,88625;91,58333333;1,456666667
2004-11-13;0,69;5,83;3,465833333;92;3,215833333
2004-11-14;-0,86;3,46;1,642916667;87,04166667;2,643478261
2004-11-15;-3,58;3,94;-0,057727273;89,29166667;0,985217391
2004-11-16;-3,13;4,98;2,2575;90;2,40625
2004-11-17;3,1;9,03;6,604583333;83,04166667;4,6725
2004-11-18;7,79;9,36;8,655416667;76,95833333;6,662916667
2004-11-19;0,66;8,12;4,2125;80,625;7,017083333
2004-11-20;-0,79;3,1;0,949583333;75,58333333;4,852916667
2004-11-21;-2,78;5,21;0,947916667;79,125;2,391304348
2004-11-22;2,83;10,9;8,374583333;86,5;5,865416667
2004-11-23;2,61;10,3;8,344166667;90,75;4,44875
2004-11-24;-2,25;5,66;1,134166667;91,45833333;1,776666667
2004-11-25;-3,24;4,24;-0,465416667;93,16666667;1,962727273
2004-11-26;-2,34;7,96;3,154166667;92,41666667;1,855217391
2004-11-27;4,31;8,54;6,795833333;92,66666667;2,696956522
2004-11-28;0,6;7,05;4,447083333;93,16666667;1,845416667
2004-11-29;3,8;6,9;5,672173913;94,04166667;2,358333333
2004-11-30;2,08;6,21;4,11625;87,5;2,575833333
2004-12-01;1,08;6,3;3,739583333;89,375;1,81625
2004-12-02;-1,4;6,07;3,157083333;94;1,384583333
2004-12-03;2,84;7,73;4,964583333;95,625;1,51125
2004-12-04;3,89;5,86;4,842083333;94,29166667;1,503333333
2004-12-05;1,31;4,9;3,096666667;93,04166667;1,041304348
2004-12-06;-1,1;5,59;2,494583333;91,66666667;1,071666667
2004-12-07;-2,26;2,46;0,11826087;94,625;1,479166667
2004-12-08;-2,05;2,21;-0,02;92,04166667;1,896086957
2004-12-09;-3,67;2,69;-0,55;91,83333333;2,306086957
2004-12-10;-4,61;2,34;-1,914166667;96,875;1,700416667
2004-12-11;-3,82;-0,13;-2,275833333;96,79166667;1,112083333
2004-12-12;-3,8;-0,08;-2,36875;94,70833333;1,267083333
2004-12-13;-4,04;1,31;-1,918333333;94,70833333;1,119565217
2004-12-14;-4,37;2,35;-1,669565217;91,5;1,29
2004-12-15;-4,36;3,71;-1,745;89,375;1,460416667
2004-12-16;-5,69;5,73;0,34125;86,95833333;2,972173913
2004-12-17;2,39;6,85;5,540833333;86,83333333;6,290434783
2004-12-18;2,05;3,99;2,918695652;82,91666667;6,2375
2004-12-19;-5,34;4,1;0,75625;92,375;3,112173913
2004-12-20;-8,46;-0,23;-4,48875;86,54166667;2,675
2004-12-21;-10,68;-1,49;-4,84375;89,16666667;1,305416667
2004-12-22;-7,57;1,45;-2,595833333;83,16666667;3,432083333
2004-12-23;1,04;6,75;4,497916667;89,58333333;5,965217391
2004-12-24;6,21;9,72;7,7875;85,29166667;5,8575
2004-12-25;2,83;9,05;6,507916667;85,66666667;3,383043478
2004-12-26;1,36;3,1;2,33375;98,75;3,009130435
2004-12-27;-0,21;2,4;1,157826087;95,625;2,7825
2004-12-28;-0,84;2,35;0,799565217;91,66666667;3,089583333
2004-12-29;-0,54;3,3;1,687083333;92,91666667;2,652916667
2004-12-30;-2,19;3,1;0,482916667;89,25;2,053478261
2004-12-31;0,75;5,62;3,458333333;88,04166667;3,272608696
2005-01-01;4,88;9,88;6,460416667;81,625;3,304166667
2005-01-02;1,88;9,07;6,0424;74,84;5,768
2005-01-03;2,68;5,88;4,042916667;75,91666667;4,808333333
2005-01-04;1,15;8,88;5,07875;66,20833333;4,745833333
2005-01-05;1,94;8,88;5,34625;67,5;3,891304348
2005-01-06;3,88;9,88;7,190869565;79,70833333;4,425
2005-01-07;2,88;11,88;7,167083333;79,33333333;3,090909091
2005-01-08;-1,12;14,88;8,762083333;63,375;4,195
2005-01-09;0,88;10,13;7,859583333;87,88;1,888888889
2005-01-10;0,88;14,07;6,923478261;81,625;2,333333333
2005-01-11;1,88;10,88;6,494347826;74;1,838888889
2005-01-12;4,88;11,88;8,10625;78,08333333;2,894444444
2005-01-13;1,88;7,88;4,876521739;73,33333333;4,116666667
2005-01-14;-2,78;5,88;1,606666667;78,41666667;1,847058824
2005-01-15;-4,12;4,88;-1,070416667;83;1,476470588
2005-01-16;-5,66;4,88;-1,779583333;80,91666667;0,972727273
2005-01-17;-4,85;6,88;0,297083333;78,08333333;1,183333333
2005-01-18;0,88;7,8;4,324166667;80,16666667;4,238095238
2005-01-19;0,78;4,58;2,557391304;78,375;4,279166667
2005-01-20;2,12;9,26;6,244166667;81,5;7,141666667
2005-01-21;2,65;9,04;5,854615385;73,2962963;9,014814815
2005-01-22;-0,14;4,88;2,345833333;72;4,652173913
2005-01-23;-1,34;2,88;0,345833333;78,625;2,627272727
2005-01-24;-3,17;0,24;-1,3004;80,52;5,364
2005-01-25;-8,07;-0,47;-2,822083333;82,29166667;4,320833333
2005-01-26;-6,45;-1,4;-3,7625;78,45833333;5,254166667
2005-01-27;-9,93;-3,05;-5,60826087;69,95833333;2,8
2005-01-28;-10,45;-1,81;-5,616666667;81,20833333;1,778947368
2005-01-29;-12,8;-3,26;-7,675416667;74,95833333;2,084210526
2005-01-30;-15,73;-2,82;-6,157916667;66,45833333;2,336842105
2005-01-31;-3,74;3,88;0,128214286;82,5;3,638461538
2005-02-01;-0,34;3,88;1,841935484;80,61290323;5,122580645
2005-02-02;-0,05;4,03;2,293225806;85,12903226;4,461290323
2005-02-03;1,79;5,88;3,318333333;84,83333333;3,860714286
2005-02-04;-2,12;4,76;2,240416667;83,32;2,465217391
2005-02-05;-4,12;2,86;-1,28;80,83333333;1,983333333
