Zeilenbeschriftungen;Min. von temp_min;Max. von temp_max;Mittelwert von temp;Mittelwert von humidity;Mittelwert von wind_speed
2005-09-14;9,03;21,05;15,87846154;79,61538462;5,46
2005-09-15;12,96;20,05;16,74666667;72,16666667;5,483333333
2005-09-16;9,96;13,05;11,6328;93,56;4,384
2005-09-17;6,03;16,05;11,115;72,5;2,881818182
2005-09-18;3,96;18,05;11,18;72,70833333;1,384210526
2005-09-19;5,03;18,05;12,21833333;73,54166667;2,08125
2005-09-20;6,96;19,05;13,08166667;80,70833333;2,394117647
2005-09-21;9,03;18,05;14,57166667;80,5;2,686363636
2005-09-22;9,03;21,05;14,6152;73,2;3,02
2005-09-23;7,03;22,05;15,41666667;69,125;3,191666667
2005-09-24;9,03;23,05;16,43;75,375;1,79047619
2005-09-25;9,03;23,05;17,14;74,25;2,356521739
2005-09-26;11,03;18,96;15,37666667;85,08333333;2,7
2005-09-27;9,03;21,03;15,77833333;76,75;3,35
2005-09-28;8,96;16,05;13,5304;91;3,454166667
2005-09-29;8,03;14,05;11,06;89,41666667;4,260869565
2005-09-30;6,03;15,05;11,26;79,75;4,861904762
2005-10-01;5,03;15,96;10,49833333;84,875;4,3125
2005-10-02;10,03;14,05;11,9272;91,96;2,384
2005-10-03;10,96;15,96;13,19666667;87,41666667;2,9
2005-10-04;11,96;19,05;14,56166667;82,66666667;4,691666667
2005-10-05;9,96;19,96;14,46;81,20833333;4,704166667
2005-10-06;9,03;20,96;14,745;81,75;3,833333333
2005-10-07;10,03;20,05;14,45333333;81,875;4,254166667
2005-10-08;11,05;20,05;15,29;64,08333333;4,579166667
2005-10-09;8,03;19,96;14,04166667;71,5;2,85
2005-10-10;7,03;19,05;13,22;78,375;2,833333333
2005-10-11;7,03;19,96;13,66;70,83333333;4,179166667
2005-10-12;7,03;18,96;13,29833333;66,16666667;4,270833333
2005-10-13;5,03;17,96;11,255;77,41666667;2,578947368
2005-10-14;3,03;18,05;9,904444444;81,92592593;1,272222222
2005-10-15;4,03;16,03;9,492;80,44;3,08
2005-10-16;-0,04;12,05;7,231666667;80,29166667;3,005555556
2005-10-17;7,96;13,05;10,31;82,125;3,5375
2005-10-18;1,03;11,96;7,705;80,79166667;2,817391304
2005-10-19;0,03;13,96;7,58;73,79166667;3,558333333
2005-10-20;3,03;15,96;10,19166667;76,375;3,225
2005-10-21;9,96;15,05;12,16;87;3,242307692
2005-10-22;11,03;17,96;13,78;85,625;5,570833333
2005-10-23;8,96;15,05;12,19;91,20833333;4,15
2005-10-24;5,03;11,05;9,966666667;97,46666667;2,867857143
2005-10-25;11,03;17,05;13,965;84,41666667;6,883333333
2005-10-26;9,03;16,05;13,535;72,5;7,154166667
2005-10-27;7,03;18,96;13,165;82,33333333;2,468181818
2005-10-28;9,03;17,96;12,79;71,91666667;5,170833333
2005-10-29;5,03;16,03;10,195;69,66666667;4,1
2005-10-30;5,03;17,05;11,01333333;71,125;3,079166667
2005-10-31;5,03;13,05;8,863333333;74,33333333;4,195833333
2005-11-01;4,03;13,03;9,005;79,20833333;3,2875
2005-11-02;4,03;15,03;9,753571429;89;2,992857143
2005-11-03;8,03;17,05;12,02333333;87,41666667;3,766666667
2005-11-04;9,03;14,05;12,12166667;84,16666667;3,1625
2005-11-05;5,03;12,05;9,505;90,29166667;3,379166667
2005-11-06;2,03;11,96;7,041666667;84,54166667;3,416666667
2005-11-07;0,03;12,05;7,1132;85,68;3,2812
2005-11-08;7,03;13,96;10,29166667;81;3,516666667
2005-11-09;4,03;13,03;8,415;80,33333333;3,472727273
2005-11-10;1,03;11,96;7,488965517;92,93103448;3,2875
2005-11-11;8,03;12,05;10,22592593;85,88888889;4,596296296
2005-11-12;3,03;11,96;8,878333333;79,70833333;3,491666667
2005-11-13;0,03;10,96;5,807142857;87,25;1,725
2005-11-14;4,96;8,05;7,204;91,56;3,512
2005-11-15;3,96;7,05;5,617333333;90,86666667;6,386666667
2005-11-16;1,05;6,05;4,42;90,46153846;3,276923077
2005-11-17;-1,97;3,05;1,523333333;90,41666667;3,983333333
2005-11-18;-0,04;3,05;1,234814815;90,11111111;4,303703704
2005-11-19;-2,97;2,05;0,54;92;3,979166667
2005-11-20;-0,97;6,05;2,894666667;92,96666667;3,87
2005-11-21;-1,95;5,05;1,766666667;90,08333333;4,141666667
2005-11-22;-0,97;4,05;2,313846154;88,19230769;4,246153846
2005-11-23;2,96;5,05;4,5075;92,4375;2,916129032
2005-11-24;-1,97;4,96;1,69;90,20833333;3,9375
2005-11-25;-2,97;0,96;-0,89;80,83333333;5,3375
2005-11-26;-1,97;3,05;0,338333333;68,25;4,725
2005-11-27;-3,97;2,96;-0,375;82,625;1,895652174
2005-11-28;-4,97;1,05;-0,6175;89,5;3,306521739
2005-11-29;-4,97;3,05;0,74;88,45833333;3,066666667
2005-11-30;-1,97;5,05;2,335;84;4,9875
2005-12-01;-2,97;4,96;0,833333333;76,83333333;3,408333333
2005-12-02;-2,97;1,96;-0,793333333;83,45833333;5,633333333
2005-12-03;-2,04;1,05;-0,452;86,64;4,484
2005-12-04;0,03;5,05;2,6488;94,48;3,22
2005-12-05;2,03;7,05;5,206666667;88,29166667;3,879166667
2005-12-06;-2,04;7,05;2,624444444;91,18518519;1,636363636
2005-12-07;-1,97;3,05;1,323076923;97,92307692;2,392
2005-12-08;0,96;5,05;3,003076923;95,84615385;2,442857143
2005-12-09;-1,97;3,96;2,281666667;86,83333333;3,282608696
2005-12-10;-2,04;3,05;0,316666667;88,58333333;3,022727273
2005-12-11;-1,04;4,05;2,064;91,82857143;4,833714286
2005-12-12;-2,04;7,05;4,41875;94,625;4,15
2005-12-13;-3,97;5,05;2,6952;96,04;3,9
2005-12-14;3,96;6,05;5,176;93,63333333;4,48
2005-12-15;4,96;8,05;6,142962963;81,92592593;9,381481481
2005-12-16;-0,04;6,05;2,995384615;88,46153846;9,596153846
2005-12-17;-1,97;1,05;0,13;88,58333333;4,658333333
2005-12-18;-3,04;2,05;0,188333333;88,58333333;6,933333333
2005-12-19;-1,04;4,05;1,181481481;93,07407407;4,281481481
2005-12-20;-0,97;6,96;4,2712;89,76;6,856
2005-12-21;0,03;4,05;2,185;84,75;3,395833333
2005-12-22;3,03;6,05;5,110769231;91,26923077;5,861538462
2005-12-23;3,96;7,05;5,602222222;94,77777778;4,877777778
2005-12-24;4,96;8,05;6,871034483;89,5862069;7,35862069
2005-12-25;-1,97;5,05;1,693333333;87,20833333;4,470833333
2005-12-26;-2,97;0,05;-0,676;93,84;3,32
2005-12-27;-3,97;0,05;-1,693333333;87,91666667;5,958333333
2005-12-28;-4,97;-2,95;-3,956666667;84,79166667;5,470833333
2005-12-29;-5,04;-0,95;-2,916774194;90,87096774;6,287096774
2005-12-30;-9,97;-0,95;-4,276666667;82,41666667;3,658333333
2005-12-31;-11,97;3,05;-3,5425;89,33333333;3,50625
2006-01-01;-4,97;4,05;1,816;91,44;2,890909091
2006-01-02;-4,97;2,96;-0,09;96,8;2,105
2006-01-03;-0,04;2,05;1,103333333;95,54166667;3,2
2006-01-04;-0,04;1,05;0,5128;89,88;3,58
2006-01-05;-1,04;1,05;0,574074074;90,85185185;7,085185185
2006-01-06;-2,04;0,05;-1,191666667;88,25;6,75
2006-01-07;-4,97;-0,95;-1,858333333;89,25;5,979166667
2006-01-08;-7,97;-2,95;-5,293333333;87,20833333;4,229166667
2006-01-09;-9,97;-2,04;-6,233333333;81,41666667;3,1
2006-01-10;-9,97;-0,95;-4,376666667;83,08333333;3,029166667
2006-01-11;-6,97;3,05;-0,9624;78,6;3,784
2006-01-12;0,96;4,05;2,686153846;90,73076923;2,529166667
2006-01-13;-1,04;2,05;0,556666667;89,08333333;4,341666667
2006-01-14;-5,97;1,05;-1,456666667;86,16666667;3,516666667
2006-01-15;-7,97;-1,04;-4,808333333;84,875;3,745833333
2006-01-16;-9,97;-0,97;-5,0925;81,875;2,820416667
2006-01-17;-7,97;1,05;-3,435;80,25;4,066666667
2006-01-18;-3,95;-0,95;-2,078333333;91,26666667;3,502666667
2006-01-19;-4,97;-1,95;-3,05;82,79166667;2,913333333
2006-01-20;-5,19;4,05;-0,564516129;95,38709677;4,283870968
2006-01-21;-8,04;3,05;1,01862069;93,82758621;4,489655172
2006-01-22;-15,97;-8,95;-11,71;72,91666667;4,725
2006-01-23;-18,97;-12,04;-15,07666667;67,45833333;3,558333333
2006-01-24;-18,97;-6,95;-11,895;71,5;2,745833333
2006-01-25;-8,97;-2,95;-5,13;63,66666667;3,2875
2006-01-26;-9,97;-2,97;-6,358333333;72,04166667;3,183333333
2006-01-27;-13,97;-3,04;-8,042916667;73;2,525
2006-01-28;-13,97;-0,95;-7,655;74,625;1,278571429
2006-01-29;-12,04;1,05;-5,14;75,5;1,650526316
2006-01-30;-9,97;1,05;-1,9528;83,96;3,352173913
2006-01-31;-1,04;1,05;0,41;88,66666667;4,925
2006-02-01;-3,04;-0,95;-2,091666667;94,5;4,2375
2006-02-02;-2,97;0,05;-1,093333333;88,13333333;3,666666667
2006-02-03;-1,04;1,05;0,304444444;92,25925926;2,818518519
2006-02-04;-8,97;1,05;-1,401666667;80,04166667;3,808333333
2006-02-05;-11,97;-1,95;-5,973333333;75,66666667;1,570588235
2006-02-06;-13,97;0,05;-5,795;83,66666667;4,025
2006-02-07;0,03;5,05;3,535675676;96,83783784;7,062162162
2006-02-08;1,96;5,05;3,7288;92,04;6,272
2006-02-09;-0,04;4,05;1,8224;85,24;8,2572
2006-02-10;-0,04;1,05;0,6728;91,04;5,432
2006-02-11;-0,97;2,03;0,3544;87,88;3,86
2006-02-12;-2,97;2,05;-0,0008;84;3,092
2006-02-13;-3,97;2,05;0,429166667;86,5;2,644347826
2006-02-14;-6,04;3,05;-1,161666667;75,33333333;2,369565217
2006-02-15;-2,97;3,96;1,344285714;85,89285714;4,592857143
2006-02-16;1,03;5,96;3,6408;93,8;2,872
2006-02-17;1,03;5,96;3,376363636;94,42424242;2,993939394
2006-02-18;3,03;8,96;5,166666667;79,70833333;4,729166667
2006-02-19;-1,97;7,05;3,685;85,08333333;3,329166667
2006-02-20;-1,97;4,05;1,654074074;91,59259259;4,225925926
2006-02-21;0,03;3,05;1,416666667;86,58333333;5,391666667
2006-02-22;-1,04;1,05;0,42;76,29166667;4,445833333
2006-02-23;-4,04;2,03;-0,858333333;73,625;2,566666667
2006-02-24;-3,97;3,05;-0,611666667;71,75;7,004166667
2006-02-25;-2,97;-0,95;-1,82;75,125;5,1875
2006-02-26;-8,04;2,05;-1,4888;72,68;4,008
2006-02-27;-10,04;2,05;-2,783333333;70,04166667;3,32173913
2006-02-28;-6,97;2,96;-0,833333333;79,95833333;4,583333333
2006-03-01;-1,97;4,05;0,227692308;86,96153846;4,942307692
2006-03-02;-3,04;2,05;-0,453333333;75,5;5,716666667
2006-03-03;-3,97;3,05;-0,19;70,33333333;4,104545455
2006-03-04;-5,04;3,96;-0,623333333;71,45833333;4,2
2006-03-05;-3,97;5,05;0,3256;77,2;5,944
2006-03-06;-9,97;2,05;-2,3592;87,56;3,364
2006-03-07;-4,04;1,03;-0,6856;85,8;3,860869565
2006-03-08;-5,97;3,05;-1,617037037;78,77777778;3,833333333
2006-03-09;-2,04;1,05;-0,425333333;81,83333333;4,1
2006-03-10;-1,04;1,03;0,053191489;94,19148936;3,579069767
2006-03-11;-4,04;-0,95;-2,687142857;86,42857143;6,425
2006-03-12;-5,95;-0,97;-3,18;84,95833333;5,816666667
2006-03-13;-10,04;0,03;-4,223333333;77,25;3,842857143
2006-03-14;-13,04;1,03;-3,27;71,95833333;3,079166667
2006-03-15;-3,97;1,05;-0,7448;82,4;3,2
2006-03-16;-0,04;4,03;1,335;78,16666667;4,541666667
2006-03-17;-0,97;4,03;0,973333333;81,16666667;4,7625
2006-03-18;-2,04;0,05;-0,493333333;87;3,433333333
2006-03-19;-2,04;3,03;0,048333333;84,29166667;4,908333333
2006-03-20;0,03;4,05;2,7;83,625;3,95
2006-03-21;-5,04;5,96;0,998333333;64,41666667;2,460869565
2006-03-22;-4,04;5,05;0,555;64,5;3,29
2006-03-23;-6,04;6,05;1,265;59;2,144444444
2006-03-24;-3,97;8,96;3,426666667;43,66666667;4,95
2006-03-25;1,03;4,05;3,017142857;88,78571429;3,0725
2006-03-26;2,03;15,96;7,857241379;93,10344828;3,572413793
2006-03-27;7,03;19,05;12,6888;85,84;3,568
2006-03-28;6,03;16,05;11,505;68,54166667;4,695833333
2006-03-29;4,03;12,05;8,288333333;76,375;5,368181818
2006-03-30;1,03;12,05;8,3688;82,64;5,276
2006-03-31;7,03;14,05;12,00666667;76,66666667;7,708333333
2006-04-01;5,03;15,03;11,4;73,29166667;5,033333333
2006-04-02;3,96;17,03;10,58166667;73,16666667;5,545833333
2006-04-03;3,96;13,05;7,551666667;81,45833333;6,366666667
2006-04-04;0,03;8,05;3,963076923;83,38461538;4,373076923
2006-04-05;-1,97;8,03;3,553333333;70,91666667;5,225
2006-04-06;-1,04;9,05;4,996666667;67,33333333;4,275
2006-04-07;2,03;12,05;7,701666667;62,54166667;4,545833333
2006-04-08;3,03;15,96;9,571666667;51,45833333;5,533333333
2006-04-09;2,03;12,05;7,708333333;57,58333333;5,729166667
2006-04-10;1,03;9,05;5,843333333;66,20833333;2,745454545
2006-04-11;0,03;9,03;4,718333333;70,95833333;3,916666667
2006-04-12;3,03;7,05;5,628333333;74,875;3,520833333
2006-04-13;3,96;12,03;7,643333333;80,83333333;5,6125
2006-04-14;3,03;12,03;7,318333333;80,95833333;6,55
2006-04-15;1,03;13,96;9,05;60,70833333;3,2875
2006-04-16;7,03;16,03;10,8808;86,56;4,772
2006-04-17;5,03;13,05;9,788333333;80,79166667;4,320833333
2006-04-18;3,03;14,96;10,09666667;69,29166667;4,904166667
2006-04-19;4,03;15,05;11,24333333;65,20833333;2,8
2006-04-20;6,03;18,05;12,94666667;59,5;3,395454545
2006-04-21;6,03;20,05;14,09833333;62,20833333;2,870833333
2006-04-22;9,03;15,03;11,82153846;85,61538462;2,465384615
2006-04-23;6,96;15,05;11,5064;81,96;2,876
2006-04-24;7,03;15,03;10,92;79,45833333;2,7
2006-04-25;4,03;21,96;14,54;62,58333333;2,268181818
2006-04-26;9,03;22,03;16,74375;60,79166667;2,820833333
2006-04-27;9,96;16,05;13,836;87,96;3,886956522
2006-04-28;6,96;15,03;10,46;59,95833333;4,55
2006-04-29;4,03;8,96;6,948333333;83,91666667;3,004166667
2006-04-30;3,03;12,05;7,626666667;72,83333333;3,054166667
2006-05-01;4,03;15,05;10,22;63,20833333;3,308333333
2006-05-02;8,03;18,05;13,18333333;62,375;3,045833333
2006-05-03;6,03;23,05;16,46583333;55,875;3,366666667
2006-05-04;10,03;22,96;17,36375;51,875;5,420833333
2006-05-05;9,03;23,03;16,945;45,91666667;4,9875
2006-05-06;9,03;22,96;16,84291667;40;4,9
2006-05-07;10,03;24,05;17,71666667;39,125;4,339130435
2006-05-08;10,03;23,96;17,39375;45,04166667;4,120833333
2006-05-09;10,96;23,96;17,45375;46,25;4,741666667
2006-05-10;9,03;22,96;16,44;40,45833333;5,245833333
2006-05-11;3,96;24,05;16,84041667;45,41666667;2,3
2006-05-12;8,03;25,96;19,285;42,58333333;2,83
2006-05-13;9,03;22,05;17,065;60,58333333;3,790909091
2006-05-14;5,96;16,03;12,74166667;63,75;4,6375
2006-05-15;2,96;18,05;12,58;53,16666667;2,355
2006-05-16;11,03;24,05;17,96333333;56,20833333;5,604347826
2006-05-17;8,03;17,03;13,53375;71,875;3,814782609
2006-05-18;9,03;17,96;14,524;87,24;3,748
2006-05-19;9,96;17,05;14,205;78,29166667;6,329166667
2006-05-20;9,96;19,03;13,655;72;6,829166667
2006-05-21;9,96;16,96;13,46333333;77;6,720833333
2006-05-22;10,03;24,05;16,86333333;70,83333333;4,670833333
2006-05-23;7,96;17,96;14,17333333;68,16666667;7,670833333
2006-05-24;5,03;17,96;12,645;62,33333333;5,908333333
2006-05-25;7,03;15,03;10,91;82,04166667;5,1375
2006-05-26;6,96;15,05;11,78666667;68,70833333;4,504166667
2006-05-27;9,96;18,05;12,94;84,33333333;3,613636364
2006-05-28;8,03;15,05;12,52333333;78,70833333;8,316666667
2006-05-29;8,03;14,96;11,5272;72,84;5,016
2006-05-30;6,96;13,05;9,755;82,33333333;5,1125
2006-05-31;8,96;15,96;11,16;80,79166667;4,770833333
2006-06-01;5,03;13,05;9,633333333;73,33333333;4,466666667
2006-06-02;3,03;18,96;12,67333333;63,95833333;2,22
2006-06-03;5,03;16,03;11,64;87,38461538;4,034782609
2006-06-04;7,96;14,05;11,50833333;72,29166667;5,7875
2006-06-05;5,96;13,96;11,13666667;67,29166667;4,045833333
2006-06-06;7,03;16,96;12,54;75,64;2,75
2006-06-07;5,96;20,05;14,3;62;2,231578947
2006-06-08;7,96;22,05;16,74666667;56,58333333;3,056521739
2006-06-09;10,03;23,05;18,01708333;63;2,663636364
2006-06-10;9,03;23,05;18,32166667;57,95833333;3,136363636
2006-06-11;9,03;26,96;20,485;48,54166667;2,228571429
2006-06-12;13,03;29,05;23,20375;46,25;2,914285714
2006-06-13;15,03;30,05;24,72833333;42,16666667;2,545454545
2006-06-14;15,03;31,05;25,51333333;40,29166667;2,7
2006-06-15;16,03;30,05;23,92333333;57,625;2,409090909
2006-06-16;16,96;26,96;21,132;79,5;3,413793103
2006-06-17;12,03;19,03;16,16461538;81,69230769;4,719230769
2006-06-18;12,03;25,05;19,06166667;68,29166667;3,1375
2006-06-19;14,03;31,03;22,96461538;64,76923077;3,703846154
2006-06-20;17,03;29,05;23,41166667;70,16666667;2,728571429
2006-06-21;18,96;28,96;23,79333333;66,875;4,591304348
2006-06-22;14,96;26,03;20,59;60,08333333;4,891666667
2006-06-23;11,96;22,05;17,5;53,875;3,025
2006-06-24;12,03;26,05;20,63;50,375;3,243478261
2006-06-25;16,03;32,05;25,735;49,79166667;3,570833333
2006-06-26;19,03;28,96;24,8856;59,16;5,496
2006-06-27;15,03;27,03;22,09166667;59,125;4,679166667
2006-06-28;13,96;22,03;18,3;63,16666667;3,766666667
2006-06-29;12,03;23,05;18,04666667;55,875;3,673913043
2006-06-30;13,96;20,05;16,795;66,625;3,072727273
2006-07-01;13,96;28,05;22,07333333;53,25;3,334782609
2006-07-02;14,03;28,96;23,095;38,20833333;4,475
2006-07-03;14,03;29,05;23,51041667;36,29166667;4,658333333
2006-07-04;13,03;30,05;24,28666667;31,08333333;3,995833333
2006-07-05;17,03;32,05;26,54;36,25;4,3
2006-07-06;18,03;34,05;26,23538462;52,46153846;3,761538462
2006-07-07;19,03;32,05;23,91185185;70,81481481;3,481481481
2006-07-08;16,03;25,05;20,64153846;85,61538462;2,980769231
2006-07-09;15,03;30,03;23,78333333;63,95833333;2,810526316
2006-07-10;17,03;28,05;24,03666667;57,16666667;3,885
2006-07-11;17,03;32,05;25,72666667;56,29166667;3,365217391
2006-07-12;18,96;29,03;23,97666667;64,29166667;4
2006-07-13;18,96;32,05;24,7352;65,2;3,344
2006-07-14;15,96;24,05;20,50833333;58,58333333;5,166666667
2006-07-15;11,03;25,05;19,685;57,5;3,483333333
2006-07-16;12,03;26,03;20,17833333;47,70833333;3,85
2006-07-17;13,03;28,96;22,13166667;45,16666667;2,166666667
2006-07-18;13,03;32,05;25,10666667;40,25;3,347619048
2006-07-19;15,03;33,05;26,06875;42,95833333;1,814285714
2006-07-20;17,03;37,03;29,11833333;37,41666667;2,434782609
2006-07-21;21,03;32,05;27,46;47,66666667;4,516666667
2006-07-22;17,96;31,05;25,40833333;49,91666667;3,016666667
2006-07-23;18,03;31,96;26,33666667;50,79166667;2,795833333
2006-07-24;18,03;30,05;25,13666667;57,08333333;3,7875
2006-07-25;18,03;31,05;25,335;50,66666667;2,622727273
2006-07-26;18,03;33,05;26,37833333;41,70833333;2,654166667
2006-07-27;18,03;34,05;28,06;34,875;2,483333333
2006-07-28;20,03;32,03;26,50333333;44,125;3,6125
2006-07-29;19,03;27,05;22,82666667;73,95833333;3,595652174
2006-07-30;17,03;30,03;24,63666667;59,375;2,563636364
2006-07-31;18,96;26,96;23,2;60,33333333;4,204166667
2006-08-01;14,03;27,03;22,09333333;52,625;4,075
2006-08-02;14,03;23,05;18,63666667;66,875;6,041666667
2006-08-03;13,03;23,96;18,41708333;62,5;2,790909091
2006-08-04;13,96;23,05;18,44333333;66,95833333;3,122727273
2006-08-05;14,96;22,05;17,76;83,25;5,766666667
2006-08-06;16,96;23,03;19,14333333;86,375;5,4125
2006-08-07;15,96;26,05;20,91;62,875;6,008333333
2006-08-08;15,96;23,96;19,45;65,79166667;5,279166667
2006-08-09;14,03;23,05;18,44333333;67,70833333;4,645833333
2006-08-10;13,03;19,05;16,62;76,70833333;3,273913043
2006-08-11;11,96;20,05;15,95166667;72,83333333;2,686363636
2006-08-12;12,03;22,05;17,46;65,875;2,328571429
2006-08-13;12,03;17,05;14,93076923;88,26923077;2,352
2006-08-14;10,03;23,03;16,66923077;71,42307692;4,212
2006-08-15;13,03;21,05;16,68461538;78,07692308;6,496153846
2006-08-16;11,03;24,05;18,48708333;71,33333333;2,734782609
2006-08-17;13,03;26,03;20,228;73,56;2,114285714
2006-08-18;17,03;26,05;21,215;71,91666667;4,8375
2006-08-19;14,03;27,05;21,80333333;61,79166667;3,052173913
2006-08-20;14,96;25,05;18,67076923;80,73076923;4,988461538
2006-08-21;13,96;21,05;17,42;79,25;5,4625
2006-08-22;11,03;19,05;16,30333333;84,20833333;4,879166667
2006-08-23;14,96;20,05;17,13666667;81,5;5,129166667
2006-08-24;11,03;23,05;18,21666667;66,25;2,45
2006-08-25;12,96;21,96;16,22571429;83,10714286;2,116666667
2006-08-26;13,03;20,05;16,17;88,5;2,788461538
2006-08-27;13,96;20,05;16,39833333;83,95833333;4,5875
2006-08-28;11,96;20,05;15,63166667;75,83333333;5,270833333
2006-08-29;10,03;15,05;12,65483871;90,29032258;5,467741935
2006-08-30;10,96;17,05;13,95;84,58333333;6,295833333
2006-08-31;13,96;19,96;16,38333333;70,91666667;6,654166667
2006-09-01;15,03;21,96;17,81333333;79,79166667;4,025
2006-09-02;15,96;26,05;21,02166667;68,125;3,508333333
2006-09-03;17,03;21,05;19,64833333;82,75;6,341666667
2006-09-04;15,03;21,05;18,74333333;67,08333333;8,870833333
2006-09-05;12,03;21,05;16,92666667;68,04166667;6,916666667
2006-09-06;13,03;24,05;19,00461538;77,19230769;3,4
2006-09-07;12,96;27,05;19,2088;77,76;4,782608696
2006-09-08;11,96;20,05;15,34166667;69;6,445833333
2006-09-09;7,96;19,05;14,64833333;77,75;3,173913043
2006-09-10;9,03;22,96;16,62666667;72,83333333;2,295454545
2006-09-11;9,03;25,05;18,32;62,625;3,525
2006-09-12;11,03;26,05;19,2;59,375;3,954166667
2006-09-13;11,03;26,05;19,185;56,79166667;3,5125
2006-09-14;12,03;26,05;19,67833333;55,45833333;3,945833333
2006-09-15;14,03;27,05;20,75166667;53,66666667;6,754166667
2006-09-16;16,03;25,05;20,86166667;52,33333333;6,05
2006-09-17;16,03;26,05;20,20833333;61,95833333;4,104166667
2006-09-18;14,03;27,05;20,60166667;68,41666667;2,909090909
2006-09-19;15,03;20,05;18,07833333;76,08333333;3,666666667
2006-09-20;10,03;21,05;16,34833333;66,5;3,915789474
2006-09-21;8,03;24,05;17,19666667;61;3,309090909
2006-09-22;11,03;26,05;18,91833333;58,95833333;4,495833333
2006-09-23;12,05;24,05;18,18166667;57,54166667;4,666666667
2006-09-24;12,03;28,05;20,4;56,66666667;4,716666667
2006-09-25;14,03;26,05;20,345;55,83333333;4,925
2006-09-26;11,03;26,05;19,22666667;65,08333333;2,895652174
2006-09-27;12,96;18,05;16,555;86,5;3,182608696
2006-09-28;11,03;21,05;16,2312;82,04;2,357894737
2006-09-29;10,03;24,05;17,9096;70,84;2,5
2006-09-30;13,03;24,05;18,715;70,5;2,973913043
2006-10-01;12,03;20,05;16,725;83,58333333;2,755
2006-10-02;13,03;19,96;16,53;74,41666667;6,104166667
2006-10-03;12,03;16,96;14,43333333;82,04166667;3,5875
2006-10-04;10,96;16,05;13,70615385;86,61538462;4,276923077
2006-10-05;9,03;17,05;12,605;80,54166667;3,75
2006-10-06;8,96;18,03;13,63166667;82,45833333;6,095833333
2006-10-07;10,03;19,03;13,92333333;79,125;6,241666667
2006-10-08;7,03;17,05;13,06166667;74,41666667;5,204166667
2006-10-09;4,03;20,05;12,80666667;74,45833333;2,68
2006-10-10;6,03;19,05;12,34;82,04166667;1,725
2006-10-11;8,03;19,05;12,78148148;84,22222222;3,092
2006-10-12;7,03;19,05;12,61916667;86,25;2,150909091
2006-10-13;10,03;15,05;12,55777778;93,77777778;3,47037037
2006-10-14;8,03;12,05;10,36064516;93,22580645;3,664516129
2006-10-15;7,96;12,05;9,725185185;86,7037037;2,479166667
2006-10-16;5,03;16,05;10,50666667;85,66666667;2,461111111
2006-10-17;1,03;15,05;8,4664;73,12;2,696
2006-10-18;2,03;16,05;9,58;71,41666667;3,204166667
2006-10-19;5,03;17,03;11,365;67,5;2,845833333
2006-10-20;8,03;14,05;11,02615385;85,80769231;2,423076923
2006-10-21;8,03;20,05;13,61692308;82,30769231;3,288461538
2006-10-22;10,03;19,05;14,295;77,41666667;3,9125
2006-10-23;12,03;20,05;15,915;77,70833333;4,9875
2006-10-24;12,96;20,05;16,19833333;75,875;8,179166667
2006-10-25;7,03;17,05;12,56666667;75;4,995652174
2006-10-26;7,03;23,05;16,12333333;60,66666667;5,279166667
2006-10-27;11,03;19,05;16,27333333;57,375;7,408333333
2006-10-28;8,03;14,05;11,35333333;84,20833333;4,1875
2006-10-29;6,03;16,03;11,8584;88,44;6,428
2006-10-30;5,03;12,96;8,02875;79,25;3,659090909
2006-10-31;9,03;15,05;12,12833333;71,125;6,720833333
2006-11-01;0,05;11,05;4,883333333;80,75;10,25
2006-11-02;-2,04;6,03;1,37;76,20833333;5,133333333
2006-11-03;-2,97;4,05;0,758333333;79,5;3,826086957
2006-11-04;-2,97;9,05;4,841538462;90,80769231;5,56
2006-11-05;8,96;11,05;10,15;91,42857143;8,753571429
2006-11-06;9,96;14,05;11,49166667;79,70833333;7,95
2006-11-07;2,03;11,05;8,5016;80,6;4,652
2006-11-08;2,03;12,05;7,073846154;79,92307692;4,176923077
2006-11-09;4,96;12,05;8,99;77,95833333;8,7
2006-11-10;3,03;10,03;6,445;80,79166667;4,741666667
2006-11-11;4,03;9,05;6,34;83,11538462;6,288461538
2006-11-12;4,96;8,05;6,451666667;81,95833333;8,7125
2006-11-13;3,96;10,05;7,018333333;87,95833333;6,8125
2006-11-14;8,03;12,05;10,605;80,375;5,4625
2006-11-15;8,03;16,05;12,41230769;82,34615385;5,007692308
2006-11-16;6,03;18,05;12,5;76;4,058333333
2006-11-17;7,03;15,96;11,60833333;75,95833333;3,617391304
2006-11-18;8,03;14,05;11,24;85,95833333;3,004545455
2006-11-19;5,03;11,96;9,41;88,04166667;4,104761905
2006-11-20;4,03;8,05;6,42;78,70833333;4,995833333
2006-11-21;5,03;9,05;7,568333333;84,58333333;4,233333333
2006-11-22;1,03;8,96;5,456923077;89,46153846;2,572
2006-11-23;2,03;10,03;5,986666667;83,70833333;5,433333333
2006-11-24;8,03;13,05;10,89333333;86,375;3,895833333
2006-11-25;8,03;12,96;10,66166667;72,83333333;4,625
2006-11-26;7,03;13,96;11,54333333;77,08333333;2,486956522
2006-11-27;2,03;12,05;7,800740741;90,81481481;2,253846154
2006-11-28;3,03;9,96;6,7304;89,84;2,584
2006-11-29;2,03;10,05;7,035;94,84375;2,743333333
2006-11-30;1,03;10,05;7,097407407;85,81481481;2,507407407
2006-12-01;0,03;9,05;4,931666667;89,41666667;4,133333333
